"Endpoint Name","Site","Last Logged In User","OS Username","Group","Tags","Domain","Account","Console Visible IP","Agent Version","Serial Number","Subscribed On","Device Type","Model Name","OS","OS Version","Architecture","Memory","CPU Count","CPU Type","Core Count","Management Connectivity","Network Status","Update Status","Scan Status","Last Reported IP","Pending Uninstall","Disk Encryption","Agent UUID","Agent ID","Customer Identifier","Console Migration Status","Operational State","Operational State Expiration","Last Reboot Date","Installer Type","Reboot Required due to Threat","User Action Required","Remote Profiling State","Remote Profiling Expiration","Storage Type","Storage Name","Cloud Account","Cloud Location","Cloud Network","Cloud Image","Cloud Tags","Cloud Instance Size","Cloud Instance ID","Cloud Security Group","Cluster Name","K8s Type","K8s Version","Agent Namespace","Agent Pod Name","K8s Node Name","K8s Node Labels","ECS Type","ECS Version","ECS Cluster Name","ECS Task Arn","ECS Task Availability Zone","ECS Service Name","ECS Service Arn","ECS Task Definition Family","ECS Task Definition Revision","ECS Task Definition Arn","Is Uninstalled","Decommissioned at","Missing Permissions"
"SPRDAPNMCGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 22, 2024 06:28:48 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.80.1.el8_10.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 07:01:38 PM )","172.31.62.187","No","Off","ee32f16c-acfd-28d2-0c33-0a128bef7ca0",2022682371363817057,"N/A","N/A","Not disabled","N/A","Oct 22, 2025 06:09:17 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapssagru01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 05:44:14 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,CentOS release 7.9.2009 (Core) 3.10.0-1160.88.1.el7.x86_64","64 bit","8 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Online","Connected","Out of date","Completed( Aug 22, 2024 06:02:41 PM )","172.31.46.24","No","Off","eef4e50a-fb78-224b-42c4-eef941e5ab73",2022659936484958676,"N/A","N/A","Not disabled","N/A","Aug 13, 2024 09:01:58 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPNFSGRU01","Default site","N/A","root","SERVIDORES LINUX","Impacto : A-Catastrófico, ACN : CMS","gru.local","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 22, 2024 12:30:41 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.6 (Plow) 5.14.0-503.40.1.el9_5.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 12:45:03 PM )","172.31.49.68","No","Off","eecbe9c9-bb2a-e82a-8524-5e1af13c7598",2022502123591972917,"N/A","N/A","Not disabled","N/A","May 05, 2025 02:33:00 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPNFSGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 22, 2024 12:30:40 PM","server","VMware, Inc. VMware7,1","Linux","Linux,Red Hat Enterprise release 9.7 (Plow) 5.14.0-611.9.1.el9_7.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 01:13:32 PM )","172.31.52.102","No","Off","eebfeea4-a03d-cad1-2358-b7b80b992c4a",2022502114431609225,"N/A","N/A","Not disabled","N/A","Nov 26, 2025 11:00:28 AM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdsapnasgru01","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 21, 2024 07:05:31 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.12.2.el6.x86_64","64 bit","8 GB",1,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",2,"Online","Connected","Up to date","Completed( Aug 21, 2024 08:04:35 PM )","172.31.49.202","No","Off","95f8f008-d1a6-b976-ea9f-8a086c07e2c5",2021976077078250563,"N/A","N/A","Not disabled","N/A","Jun 19, 2024 01:16:10 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sqasapecgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 21, 2024 06:11:25 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.54.1.el6.x86_64","64 bit","47 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",4,"Online","Connected","Up to date","Completed( Aug 21, 2024 08:39:28 PM )","172.31.52.105","No","Off","eddb1beb-5746-4a2a-f425-c116d35fe2ec",2021948845574996119,"N/A","N/A","Not disabled","N/A","Mar 18, 2025 02:38:15 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDMONGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 21, 2024 04:02:12 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-141-generic","64 bit","8 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Online","Connected","Up to date","Completed( Aug 21, 2024 05:57:05 PM )","172.31.49.41","No","Off","edbabd9f-f6f8-16da-5fb0-359e2ffbc89c",2021883806474915454,"N/A","N/A","Not disabled","N/A","Jun 18, 2025 08:11:56 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapprmgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 21, 2024 03:46:17 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-92-generic","64 bit","6 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",2,"Online","Connected","Up to date","Completed( Aug 21, 2024 05:25:29 PM )","172.31.50.167","No","Off","eddb6613-7a70-1d60-4b90-ec7c1b57b140",2021875797616067674,"N/A","N/A","Not disabled","N/A","Mar 09, 2024 02:16:12 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"dacdb-gru","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 21, 2024 01:54:05 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,CentOS release 6.7 (Final) 2.6.32-754.10.1.el6.x86_64","64 bit","16 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",4,"Online","Connected","Up to date","Completed( Aug 21, 2024 08:58:47 PM )","192.168.40.134","No","Off","edbc4298-fcea-8d07-75c0-4f0de923bc64",2021819325126240790,"N/A","N/A","Not disabled","N/A","Jan 26, 2023 03:09:55 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapgrfgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 19, 2024 05:53:55 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-118-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",2,"Offline","Connected","Up to date","Aborted( Aug 19, 2024 05:57:25 PM )","172.31.50.165","No","Off","ed8d22d3-cc85-bec5-168b-5cbaa31edf0b",2020490485885919855,"N/A","N/A","Not disabled","N/A","Aug 19, 2024 06:39:03 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"PRDRMADS02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 14, 2024 06:28:49 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.80.1.el8_10.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Aborted( Aug 14, 2024 08:35:52 PM )","172.31.49.50","No","Off","eb12df22-6fd5-9832-be04-ccac2eafc18b",2016884172001550505,"N/A","N/A","Not disabled","N/A","Oct 26, 2025 07:41:22 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jul 31, 2024 03:20:24 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Offline","Connected","Up to date","Completed( Jul 31, 2024 04:37:11 PM )","10.36.52.19","No","Off","e74aa839-858c-0fcb-bab1-d89040e06a52",2006642482829721665,"N/A","N/A","Not disabled","N/A","Sep 17, 2025 07:14:16 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jul 31, 2024 03:19:38 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Offline","Connected","Up to date","Completed( Jul 31, 2024 04:31:25 PM )","10.36.52.18","No","Off","e73f41b7-5692-af9f-7dce-d472cf254d6b",2006642094252497415,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 03:42:40 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU05","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jul 31, 2024 02:41:09 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Offline","Connected","Up to date","Completed( Jul 31, 2024 04:09:45 PM )","10.36.52.21","No","Off","8f00519b-604d-34f8-5e9f-b5aa6a2f7197",2006622728414690452,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 03:42:23 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU04","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jul 31, 2024 02:40:56 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Offline","Connected","Up to date","Completed( Jul 31, 2024 03:48:22 PM )","10.36.52.17","No","Off","8f4cafa5-a284-f0ae-85db-9fa6f9c50ba2",2006622612811237925,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 03:42:01 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU03","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jul 31, 2024 02:40:39 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Offline","Connected","Up to date","Completed( Jul 31, 2024 04:13:00 PM )","10.36.52.22","No","Off","8fe118be-0599-c829-5fab-d09219d07ddc",2006622470204863859,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 03:43:03 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCUPSGRU04","Default site","N/A","root","SERVIDORES LINUX","Impacto : A-Catastrófico, ACN : CMS","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jul 29, 2024 02:54:22 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.7 (Plow) 5.14.0-570.49.1.el9_6.x86_64","64 bit","6 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Aborted( Jul 30, 2024 11:59:01 AM )","172.31.49.209","No","Off","e6b75846-1e51-b2d8-0ce6-7c606716a66e",2005179829908893034,"N/A","N/A","Not disabled","N/A","Sep 29, 2025 08:00:22 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCUPSGRU03","Default site","N/A","root","SERVIDORES LINUX","Impacto : A-Catastrófico, ACN : CMS","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jul 29, 2024 02:53:44 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.7 (Plow) 5.14.0-570.49.1.el9_6.x86_64","64 bit","6 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Jul 29, 2024 03:09:07 PM )","172.31.49.208","No","Off","e6ae43fc-ef92-b667-11bd-a755478f7752",2005179504145609241,"N/A","N/A","Not disabled","N/A","Sep 29, 2025 08:05:27 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapbigru01","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : D-Menor","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jul 15, 2024 06:41:25 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.8.1.el6.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz",2,"Online","Connected","Up to date","Completed( Jul 15, 2024 11:26:26 PM )","172.31.62.12","No","Off","e284bdbe-c501-8de7-1ef4-6e9c1e733b9f",1995147240648017381,"N/A","N/A","Not disabled","N/A","Oct 24, 2023 01:20:58 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdaprpgru09","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","localhost","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jul 12, 2024 02:21:29 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 16.04.7 LTS 4.4.0-210-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Jul 12, 2024 03:46:53 PM )","192.168.0.33","No","Off","e117ed17-e71e-527d-bcdc-8b9588cd0e92",1992842091896783633,"N/A","N/A","Not disabled","N/A","Oct 26, 2025 07:51:31 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMBDMOOGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jun 26, 2024 08:09:52 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","16 GB",3,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",6,"Online","Connected","Up to date","Completed( Jun 26, 2024 10:34:47 PM )","10.36.52.82","No","Off","dcbd17d3-5508-43bb-cded-ec0144b78544",1981421021676070419,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 06:22:17 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPMOOGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jun 26, 2024 08:08:45 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-142-generic","64 bit","8 GB",2,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Jun 26, 2024 09:38:14 PM )","10.36.52.81","No","Off","dcae18dc-e22e-1081-6981-0675da641b8f",1981420463263007542,"N/A","N/A","Not disabled","N/A","Nov 03, 2025 07:48:35 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCMSGRU05.gru.local","Default site","N/A","root","SERVIDORES LINUX","Impacto : A-Catastrófico, ACN : CMS","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jun 21, 2024 06:40:41 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.11.1.el6.x86_64","64 bit","126 GB",2,"Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz",24,"Online","Connected","Up to date","Aborted( Jul 03, 2025 05:24:45 AM )","172.31.49.90","No","Off","db0c062e-1a62-e5ff-f74f-0df09b7ff0c4",1977752254226076362,"N/A","N/A","Not disabled","N/A","Jul 26, 2023 07:58:34 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCMSGRU04.gru.local","Default site","N/A","root","SERVIDORES LINUX","Impacto : A-Catastrófico, ACN : CMS","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jun 21, 2024 04:40:42 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.11.1.el6.x86_64","64 bit","126 GB",2,"Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz",24,"Online","Connected","Up to date","Completed( Jul 04, 2025 12:02:06 AM )","172.31.49.89","No","Off","db80fc29-8ce5-535e-cee6-a1dcf43d0451",1977691870607239328,"N/A","N/A","Not disabled","N/A","Jul 26, 2023 07:32:07 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU05","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jun 12, 2024 06:26:06 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.2 LTS 6.8.0-59-generic","64 bit","10 GB",3,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",6,"Online","Connected","Up to date","Completed( Jun 12, 2024 06:42:47 PM )","172.16.253.88","No","Off","d677ed09-389e-bab1-1d38-f6eb7b9c936d",1971221939258486745,"N/A","N/A","Not disabled","N/A","May 08, 2025 01:28:33 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU02","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jun 12, 2024 06:24:51 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.3 LTS 6.8.0-59-generic","64 bit","18 GB",5,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",10,"Online","Connected","Up to date","Aborted( Jun 12, 2024 06:29:20 PM )","172.16.253.69","No","Off","d676dcad-a383-4607-0894-5405b0273665",1971221305859639732,"N/A","N/A","Not disabled","N/A","May 08, 2025 02:17:10 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Jun 12, 2024 06:23:37 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.3 LTS 6.8.0-85-generic","64 bit","10 GB",3,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",6,"Online","Connected","Up to date","Completed( Jun 12, 2024 06:41:42 PM )","172.16.253.68","No","Off","d543e28e-03c5-06a2-4497-92a43e464804",1971220689808408570,"N/A","N/A","Not disabled","N/A","Oct 16, 2025 06:22:16 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU04","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Jun 11, 2024 08:14:25 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.2 LTS 6.8.0-59-generic","64 bit","6 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Jun 11, 2024 08:29:04 PM )","172.16.253.71","No","Off","d84d6b0e-0803-5aae-0762-2e3c8fd4918f",1970551679600020355,"N/A","N/A","Not disabled","N/A","May 08, 2025 01:21:01 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
