"Endpoint Name","Site","Last Logged In User","OS Username","Group","Tags","Domain","Account","Console Visible IP","Agent Version","Serial Number","Subscribed On","Device Type","Model Name","OS","OS Version","Architecture","Memory","CPU Count","CPU Type","Core Count","Management Connectivity","Network Status","Update Status","Scan Status","Last Reported IP","Pending Uninstall","Disk Encryption","Agent UUID","Agent ID","Customer Identifier","Console Migration Status","Operational State","Operational State Expiration","Last Reboot Date","Installer Type","Reboot Required due to Threat","User Action Required","Remote Profiling State","Remote Profiling Expiration","Storage Type","Storage Name","Cloud Account","Cloud Location","Cloud Network","Cloud Image","Cloud Tags","Cloud Instance Size","Cloud Instance ID","Cloud Security Group","Cluster Name","K8s Type","K8s Version","Agent Namespace","Agent Pod Name","K8s Node Name","K8s Node Labels","ECS Type","ECS Version","ECS Cluster Name","ECS Task Arn","ECS Task Availability Zone","ECS Service Name","ECS Service Arn","ECS Task Definition Family","ECS Task Definition Revision","ECS Task Definition Arn","Is Uninstalled","Decommissioned at","Missing Permissions"
"SPRDMYSQLGRU03","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Feb 25, 2025 04:04:49 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.3 LTS 6.8.0-86-generic","64 bit","18 GB",3,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",6,"Online","Connected","Up to date","Completed( Feb 25, 2025 04:22:04 PM )","172.31.49.234","No","Off","27022431-6949-69ac-f950-d120652042fc",2158142967052921684,"N/A","N/A","Not disabled","N/A","Oct 26, 2025 07:39:42 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPITSMGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Feb 25, 2025 04:04:48 PM","server","VMware, Inc. VMware7,1","Linux","Linux,Ubuntu 24.04.2 LTS 6.8.0-85-generic","64 bit","63 GB",8,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",16,"Offline","Connected","Up to date","Completed( Feb 25, 2025 04:21:04 PM )","172.31.52.100","No","Off","2706b179-7b6f-a1c6-5bfa-b4bce0da8e77",2158142951550767631,"N/A","N/A","Not disabled","N/A","Oct 07, 2025 02:18:17 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sdqbdoragru02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Feb 24, 2025 04:22:29 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.5 (Santiago) 2.6.32-431.el6.x86_64","64 bit","98 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",4,"Online","Connected","Up to date","Completed( Feb 25, 2025 01:54:35 AM )","172.31.52.107","No","Off","21145604-005c-bb3f-5555-8e806785d19b",2157427083166520446,"N/A","N/A","Not disabled","N/A","Apr 04, 2023 02:41:09 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPRPGRU15","Default site","N/A","root","SERVIDORES LINUX","ACN : AMS, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Oct 22, 2024 08:47:10 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.7 (Plow) 5.14.0-570.58.1.el9_6.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Oct 22, 2024 09:04:41 PM )","192.168.0.25","No","Off","003a05bc-bdd3-7fdd-6547-cbbef80bce72",2066963334244958964,"N/A","N/A","Not disabled","N/A","Oct 29, 2025 01:59:49 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPRPGRU14","Default site","N/A","root","SERVIDORES LINUX","ACN : AMS, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Oct 22, 2024 08:46:31 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.6 (Plow) 5.14.0-570.58.1.el9_6.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Oct 22, 2024 09:00:27 PM )","192.168.0.26","No","Off","0044e9ca-ad5f-dc6c-33a5-96c1a5d218f0",2066963006166413504,"N/A","N/A","Not disabled","N/A","Oct 29, 2025 02:02:55 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPIHSGRU03","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Oct 16, 2024 07:27:21 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.6 (Plow) 5.14.0-570.60.1.el9_6.x86_64","64 bit","8 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Online","Connected","Up to date","Completed( Oct 16, 2024 07:41:09 PM )","192.168.0.55","No","Off","ff77b23f-3f2d-f1f4-a6f2-999d8ae3d98d",2062574505608184816,"N/A","N/A","Not disabled","N/A","Nov 09, 2025 04:11:36 AM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPIHSGRU02","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Oct 16, 2024 07:07:01 PM","server","VMware, Inc. VMware7,1","Linux","Linux,Red Hat Enterprise release 9.6 (Plow) 5.14.0-570.58.1.el9_6.x86_64","64 bit","4 GB",1,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",1,"Online","Connected","Up to date","Completed( Oct 16, 2024 07:52:40 PM )","172.31.52.53","No","Off","ff581c26-cdb7-6b02-d886-e4dc39c324b7",2062564273013068878,"N/A","N/A","Not disabled","N/A","Oct 28, 2025 10:13:14 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPGLPIGRU02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Oct 09, 2024 06:30:48 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-160-generic","64 bit","16 GB",8,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",8,"Online","Connected","Up to date","Completed( Oct 09, 2024 07:38:38 PM )","172.31.50.82","No","Off","e879e58d-403d-81e3-5546-d2196d2b34ff",2057472609871746437,"N/A","N/A","Not disabled","N/A","Oct 26, 2025 07:19:52 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDBDOTRSGRU01.GRU.LOCAL","Default site","N/A","root","SERVIDORES BANCO DE DADOS","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Sep 27, 2024 03:11:24 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.6 LTS 5.4.0-215-generic","64 bit","27 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",8,"Offline","Connected","Up to date","Completed( Sep 27, 2024 04:22:44 PM )","172.31.49.16","No","Off","f9776b74-5667-65d6-0743-60cc7e8e3ebe",2048674946792989001,"N/A","N/A","Not disabled","N/A","May 08, 2025 01:59:09 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdotrsgru01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : C-Maior","gru.local","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Sep 27, 2024 02:13:17 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.6 LTS 5.4.0-215-generic","64 bit","23 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",8,"Offline","Connected","Up to date","Aborted( Sep 27, 2024 02:18:03 PM )","172.31.49.164","No","Off","f95008de-e3e8-0c1b-20fc-a3057f82b15a",2048645693552153885,"N/A","N/A","Not disabled","N/A","May 08, 2025 01:56:24 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"shomapprmgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Sep 05, 2024 01:39:21 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-153-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",2,"Online","Connected","Up to date","Completed( Sep 05, 2024 03:05:18 PM )","10.36.52.134","No","Off","9172529f-6524-9da4-aebd-f9a5b568177f",2032683550486107017,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 06:22:06 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"shomapgrfgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 30, 2024 02:14:03 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-161-generic","64 bit","4 GB",10,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",10,"Online","Connected","Up to date","Completed( Aug 30, 2024 03:53:49 PM )","10.36.52.135","No","Off","f05e56fd-7495-1ab2-4159-e10eff45ab1f",2028352353441064655,"N/A","N/A","Not disabled","N/A","Nov 19, 2025 01:00:46 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMBDOTRSGRU02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 30, 2024 01:45:44 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.6 LTS 5.4.0-216-generic","64 bit","12 GB",8,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",8,"Offline","Connected","Up to date","Completed( Aug 30, 2024 02:50:23 PM )","10.36.52.126","No","Off","f07704dd-24b5-8a68-7a89-77cdf096c92e",2028338103313432794,"N/A","N/A","Not disabled","N/A","Sep 03, 2025 03:43:17 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMBDOTRSGRU01.GRU.LOCAL","Default site","N/A","root","SERVIDORES LINUX","None","GRU.LOCAL","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 30, 2024 12:24:46 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.6 LTS 5.4.0-216-generic","64 bit","23 GB",2,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",8,"Offline","Connected","Up to date","Completed( Aug 30, 2024 01:52:15 PM )","10.36.52.128","No","Off","8fe72058-feea-999c-3074-d5722e0fd044",2028297357365732829,"N/A","N/A","Not disabled","N/A","Sep 12, 2025 08:24:51 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"shomapglpigru02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 29, 2024 08:05:20 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-157-generic","64 bit","16 GB",8,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",8,"Online","Connected","Up to date","Completed( Aug 29, 2024 09:22:55 PM )","10.36.52.118","No","Off","f0835880-88d6-9812-a95e-839715c59dcb",2027804385389972968,"N/A","N/A","Not disabled","N/A","Oct 26, 2025 03:46:51 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"shomapglpigru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 29, 2024 08:05:11 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-160-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Aug 29, 2024 09:26:05 PM )","10.36.52.117","No","Off","f0829201-910b-f123-d9f6-c6e28d17ba23",2027804316519471691,"N/A","N/A","Not disabled","N/A","Oct 26, 2025 03:50:13 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdbdoragru12","Default site","N/A","root","SERVIDORES BANCO DE DADOS","ACN : SAP, Impacto : A-Catastrófico","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 29, 2024 07:44:09 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 7.9 (Maipo) 3.10.0-1160.119.1.el7.x86_64","64 bit","189 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",40,"Online","Connected","Up to date","Completed( Aug 29, 2024 09:50:14 PM )","172.31.49.70","No","Off","f0e1ae23-b934-3840-a831-cb2c8807004a",2027793723163227390,"N/A","N/A","Not disabled","N/A","Feb 20, 2025 07:53:56 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SDESAPNWGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 29, 2024 03:44:41 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.54.1.el6.x86_64","64 bit","31 GB",4,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",4,"Online","Connected","Up to date","Completed( Aug 29, 2024 05:23:57 PM )","172.31.52.122","No","Off","8eddaf76-8a4f-37f6-433a-4e266be808c6",2027673196107280847,"N/A","N/A","Not disabled","N/A","Apr 08, 2025 08:45:13 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPDIPGRU01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : A-Catastrófico","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 29, 2024 03:28:46 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Oracle Server release 9.4 5.14.0-427.33.1.el9_4.x86_64","64 bit","15 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Aborted( Sep 02, 2024 06:39:33 PM )","192.168.40.136","No","Off","efc09278-285e-9d28-12d5-a403ff887420",2027665186099235623,"N/A","N/A","Not disabled","N/A","Sep 06, 2024 01:33:27 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"spbdoragru11.gru.local","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 29, 2024 03:15:21 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.1.3.el6.x86_64","64 bit","252 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",40,"Online","Connected","Up to date","Completed( Aug 29, 2024 05:32:13 PM )","172.31.62.17","No","Off","f09d9ac4-f6a2-40d1-3f22-9343cbd3744e",2027658438082301955,"N/A","N/A","Not disabled","N/A","Aug 13, 2025 04:59:45 AM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapbigru02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 28, 2024 02:04:09 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.8.1.el6.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz",2,"Online","Connected","Up to date","Completed( Aug 28, 2024 07:27:23 PM )","172.31.62.13","No","Off","efeed8ed-b9f8-dd38-c284-419f6faa3021",2026897826428887204,"N/A","N/A","Not disabled","N/A","Feb 03, 2024 11:39:41 AM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sdevapecgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 26, 2024 08:32:32 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.54.1.el6.x86_64","64 bit","16 GB",1,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",2,"Online","Connected","Up to date","Completed( Aug 26, 2024 10:28:29 PM )","172.31.52.103","No","Off","8edeea48-6dbe-be23-f883-d6463df83680",2025643750816708431,"N/A","N/A","Not disabled","N/A","Aug 13, 2025 01:57:13 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sdqbdoragru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 26, 2024 08:06:24 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-431.el6.x86_64","64 bit","98 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",4,"Online","Connected","Up to date","Completed( Aug 26, 2024 11:13:12 PM )","172.31.52.106","No","Off","ef2bda84-1fa0-f6e9-e519-edf898b703ab",2025630597676083996,"N/A","N/A","Not disabled","N/A","Aug 13, 2025 05:17:55 AM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapsmgru02","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 26, 2024 03:29:58 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-504.8.1.el6.x86_64","64 bit","31 GB",2,"Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz",12,"Online","Connected","Up to date","Completed( Aug 26, 2024 05:43:38 PM )","172.31.62.26","No","Off","918350a4-8ef6-14f6-d47d-4b547a0693ac",2025491468442180635,"N/A","N/A","Not disabled","N/A","Aug 13, 2025 05:57:01 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDSIEM02","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","200.174.72.155","24.3.3.6","N/A","Aug 22, 2024 08:01:12 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Debian GNU/11 (bullseye) 5.10.0-22-amd64","64 bit","16 GB",4,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 08:14:36 PM )","172.31.46.31","No","Off","ee67d2e6-d203-3869-7f2a-286967b892d7",2022728879299647435,"N/A","N/A","Not disabled","N/A","Aug 22, 2024 08:15:02 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDSIEM01","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 22, 2024 08:01:09 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Debian GNU/11 (bullseye) 5.10.0-32-amd64","64 bit","16 GB",4,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 08:14:13 PM )","172.31.46.30","No","Off","ee6760d9-3754-ba27-3a09-fdae6cf96c47",2022728856709118309,"N/A","N/A","Not disabled","N/A","Oct 07, 2025 08:45:47 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDVCCHOGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 22, 2024 07:33:02 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,SUSE Enterprise Server 12 SP5 4.12.14-122.216-default","64 bit","16 GB",4,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 08:10:57 PM )","172.31.6.25","No","Off","eee47325-6dc8-6f29-c944-66574126b40e",2022714697136524621,"N/A","N/A","Not disabled","N/A","Oct 16, 2025 06:22:04 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPNTWSGRU01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","24.3.3.6","N/A","Aug 22, 2024 06:37:28 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.80.1.el8_10.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 07:14:43 PM )","172.31.62.186","No","Off","eed433dc-809b-f3df-ae6a-91be993e0db6",2022686735521951557,"N/A","N/A","Not disabled","N/A","Oct 22, 2025 02:56:43 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
